ts_ms,cache,ttfb_ms,bytes,model,hash
1756339815691,api,147,0,eleven_turbo_v2,caaa8097b2efb177d541681757b52d09c6f56b8d
1756339815752,api,59,0,eleven_turbo_v2,a986052dc175baa16026effac79b74bdead8daf9
1756339815815,api,61,0,eleven_turbo_v2,d19f629dc59e081e80a5c6517aaedea1354c2f43
1756339815906,api,90,0,eleven_turbo_v2,a88c499928220227df98ad2f9a49fb1256f1788e
1756339815973,api,67,0,eleven_turbo_v2,4190f48908851e818965de8e1c3e802615fb4ea1
1756339816041,api,67,0,eleven_turbo_v2,aba443ef72a1cf97657de0fb4133dc417e51b8b7
1756339816091,api,49,0,eleven_turbo_v2,e9b4f9a190882d2c9edb93271b10cd6157ad3f55
1756339816157,api,53,0,eleven_turbo_v2,96044f37d054e0fa4515c7976ee45354c5c738a4
1756339816270,api,113,0,eleven_turbo_v2,85c4c760f81757ff1a8d1e1ae4ec31a072b07b1f
1756339816326,api,54,0,eleven_turbo_v2,8c56eca998d9aada77a198244c2c4a2be05c8b27
1756339816395,api,68,0,eleven_turbo_v2,f39999169c7441b30c1dd78c808b014f522afb2d
1756339816440,api,45,0,eleven_turbo_v2,35d99c24528986b0ebcddd5605fa3450a8437003
1756339816540,api,99,0,eleven_turbo_v2,fc33981137e35aaacea11fae59110668278852a1
1756339816607,api,66,0,eleven_turbo_v2,9f922771ab7ded609f2c33fbd4ed3cb5adcb1d9a
1756339816657,api,49,0,eleven_turbo_v2,499bd655587c2a68dad6dc301c493cb82f292510
1756339816723,api,65,0,eleven_turbo_v2,128d105562c152ca60d97ac52c7098513aeb09e3
1756339816781,api,56,0,eleven_turbo_v2,7b4e11d3c2835491f82c219043268c95c3eba33c
1756339816838,api,56,0,eleven_turbo_v2,ae2d02d23a0b14095d60efdc10f59116328a50e9
1756339816890,api,50,0,eleven_turbo_v2,fb90c52d8d5b7e1af97db74b10d90b014f19d6dc
1756339816957,api,67,0,eleven_turbo_v2,708eeed464d2d25e405f209c8503856b9aa2010a
1756339817066,api,108,0,eleven_turbo_v2,c5f113b06a7a8be36f2fca56c25509fa21233140
1756339817143,api,76,0,eleven_turbo_v2,f99ae5a9e44dc34187c61cd9943fe4e08e05a8ca
1756339817207,api,64,0,eleven_turbo_v2,68850fc0f8f7afdf57a5f6916a5ec6be883a5752
1756339817302,api,95,0,eleven_turbo_v2,c604bdd57ae1dd7436177f51a6d353a6eeee0152
1756339817358,api,53,0,eleven_turbo_v2,fd9a266da98e4552e4e02d322473817507220b98
1756339817456,api,97,0,eleven_turbo_v2,0994682f72a77b354fc73a49b650caec0ab75c43
1756339817523,api,51,0,eleven_turbo_v2,af98f6d444df8a1296507f0156f19a34aee41146
1756339817594,api,70,0,eleven_turbo_v2,157e1c8db3d835e7d4f37d7f5d569fccd3f15e44
1756339817706,api,111,0,eleven_turbo_v2,41d879d4c44c7734c0e7a123b3d53bcabc39a6db
1756339817807,api,98,0,eleven_turbo_v2,4a57b9dd734a7c0741187c06157b5829674fc4e4
1756339817857,api,48,0,eleven_turbo_v2,958b5e2ba17052e45ee7df949e04160306e54b83
1756339818022,api,164,0,eleven_turbo_v2,6afc89ded3ad4b0498c91fde53cd330799cf18ba
1756339818093,api,70,0,eleven_turbo_v2,1c0fcecd934db8091cf95ff5a6f4738f5f6c1499
1756339818276,api,182,0,eleven_turbo_v2,3178055de674d1b0e52957cf28797f03c7b848d5
1756339818362,api,86,0,eleven_turbo_v2,ceacac2842f71b5e74baf344ac656a9b23433121
1756339818503,api,140,0,eleven_turbo_v2,1c1e50a1ed8e25ea84ebe53600ecb15dbba92ea0
1756339818645,api,142,0,eleven_turbo_v2,136028a27a0900e63fa08b40c4549b25b8995dd3
1756339818759,api,114,0,eleven_turbo_v2,d61d7ca5ea2aade0f8b0f7ddc7ca8e6c7336f2a6
1756339818880,api,107,0,eleven_turbo_v2,0b5aac5aca9f6c52c3b79ac4efc7e6222ac480b3
1756339819033,api,153,0,eleven_turbo_v2,9fd8b571179d3ef3a5f808d4af4f1bd9726f20cb
1756339819090,api,56,0,eleven_turbo_v2,db22c406853699cd01e89f06102526f5a7412d2b
1756339819190,api,100,0,eleven_turbo_v2,2cd6871d3b9cfadce65ebc460034e1f08825b51a
1756339820473,api,1282,0,eleven_turbo_v2,0d1950ec195f0de58589c09950b9de6e4ee47857
1756339820674,api,199,0,eleven_turbo_v2,3af6e477e0680fb3aedc9fa6cbbe3e4cdbfdd312
1756339820739,api,64,0,eleven_turbo_v2,cf5ff2c242031b6e986ff0925b38ecee4d2db9e3
1756339820877,api,124,0,eleven_turbo_v2,11c8ef0f5a81f3888c278312afbd236d9a630b08
1756339820958,api,80,0,eleven_turbo_v2,7248fae6f1a32227271cb5058eadc7cda23f9c8c
1756407395001,MISS,0,25122,eleven_turbo_v2,f6cd0c343813a59ce22e08e5df0ae3a6ecc2a9ab6c7b956dba7a35fdb033069e
